,sme_ban,point_est_date,total_sales,total_points,total_order,version
998,67062406,2023-06-19 14:16:59,0,0,0,NCF+SHAP
999,93244380,2023-06-19 21:35:45,23400,11700,1,NCF+SHAP
1000,87051357,2023-06-07 18:45:39,60000,30000,1,NCF+SHAP
1001,90627166,2023-06-02 12:43:14,22800,11400,1,NCF+SHAP
1002,45701111,2023-06-17 11:50:42,60000,30000,1,NCF+SHAP
1003,88993882,2023-06-16 10:29:23,50000,25000,1,NCF+SHAP
1004,92284969,2023-06-02 12:10:07,60000,30000,1,NCF+SHAP
1005,82890797,2023-06-09 01:28:06,189000,90000,3,NCF+SHAP
1006,82236124,2023-06-14 12:16:05,11700,5850,1,NCF+SHAP
1007,93239513,2023-06-09 15:33:09,23400,11700,1,NCF+SHAP
1008,72559216,2023-06-15 11:57:36,60000,30000,1,NCF+SHAP
1009,87217456,2023-06-07 17:25:49,60000,30000,1,NCF+SHAP
1010,92312297,2023-06-06 11:33:49,35400,17700,1,NCF+SHAP
1011,87424981,2023-06-02 10:51:11,23400,11700,1,NCF+SHAP
1012,34785732,2023-06-09 12:55:15,60000,30000,1,NCF+SHAP
1013,24731189,2023-06-19 18:06:32,60000,30000,1,NCF+SHAP
1014,82841261,2023-06-09 14:58:06,60000,30000,1,NCF+SHAP
1015,83275927,2023-06-09 13:34:49,20000,10000,1,NCF+SHAP
1016,91742018,2023-06-09 10:05:13,0,0,0,NCF+SHAP
1017,10998545,2023-06-10 14:26:32,46800,23400,2,NCF+SHAP
1018,85090360,2023-06-05 17:56:34,46800,23400,2,NCF+SHAP
1019,42864956,2023-06-05 15:41:18,0,0,0,NCF+SHAP
1020,88495219,2023-06-01 14:39:40,60000,30000,1,NCF+SHAP
1021,40348409,2023-06-19 11:19:05,60000,30000,2,NCF+SHAP
1022,88358165,2023-06-01 15:57:43,23400,11700,1,NCF+SHAP
1023,53242626,2023-06-01 10:32:54,33600,16800,3,NCF+SHAP
1024,83038404,2023-06-17 17:06:39,94000,30000,1,NCF+SHAP
1025,34586261,2023-06-19 12:01:51,14400,7200,2,NCF+SHAP
1026,91549983,2023-06-19 15:24:54,53000,26500,3,NCF+SHAP
1027,72714596,2023-06-12 22:25:07,23856,11928,1,NCF+SHAP
1028,87464499,2023-06-14 15:30:42,60000,30000,1,NCF+SHAP
1029,31408411,2023-06-05 15:23:13,63856,30000,2,NCF+SHAP
1030,93362978,2023-06-15 21:08:00,49680,24840,1,NCF+SHAP
1031,88496245,2023-06-01 12:36:48,60000,30000,1,NCF+SHAP
1032,92645252,2023-06-01 11:38:05,19200,9600,1,NCF+SHAP
1033,37848176,2023-06-05 12:06:25,60000,30000,1,NCF+SHAP
1034,23363192,2023-06-13 14:30:54,19200,9600,2,NCF+SHAP
1035,92133549,2023-06-12 14:49:52,23400,11700,1,NCF+SHAP
1036,54708376,2023-06-14 11:49:43,60000,30000,1,NCF+SHAP
1037,89155553,2023-06-15 17:59:14,6999,3499,1,NCF+SHAP
1038,72344969,2023-06-14 15:14:48,60000,30000,1,NCF+SHAP
1039,90083332,2023-06-14 15:41:51,0,0,0,NCF+SHAP
1040,94068896,2023-06-07 10:28:54,64800,30000,1,NCF+SHAP
1041,89123188,2023-06-16 17:59:18,0,0,0,NCF+SHAP
1042,38947054,2023-06-15 11:42:49,60000,30000,1,NCF+SHAP
1043,88647980,2023-06-17 22:53:53,0,0,0,NCF+SHAP
1044,91940018,2023-06-04 21:32:01,19200,9600,1,NCF+SHAP
1045,92287776,2023-06-02 12:12:30,0,0,0,NCF+SHAP
1046,53639725,2023-06-06 14:30:40,120000,60000,2,NCF+SHAP
1047,90774096,2023-06-06 13:35:14,20000,10000,1,NCF+SHAP
1048,88003024,2023-06-13 21:38:08,60000,30000,2,NCF+SHAP
1049,38986648,2023-06-07 13:57:46,60000,30000,1,NCF+SHAP
1050,72542216,2023-06-14 13:15:28,0,0,0,NCF+SHAP
1051,42165947,2023-06-08 20:18:49,60000,30000,2,NCF+SHAP
1052,42859975,2023-06-05 08:34:59,45600,22800,2,NCF+SHAP
1053,47694185,2023-06-05 14:48:20,23856,11928,1,NCF+SHAP
1054,31711672,2023-06-14 17:07:19,66800,30000,1,NCF+SHAP
1055,91547063,2023-06-19 06:37:02,0,0,0,NCF+SHAP
1056,53603825,2023-06-06 15:23:16,60000,30000,1,NCF+SHAP
1057,92331294,2023-06-13 20:46:26,22800,11400,1,NCF+SHAP
1058,93221366,2023-06-10 15:25:12,0,0,0,NCF+SHAP
1059,16598004,2023-06-13 09:23:20,0,0,0,NCF+SHAP
1060,89004486,2023-06-06 18:07:45,0,0,0,NCF+SHAP
1061,91237356,2023-06-08 15:49:13,66800,30000,1,NCF+SHAP
1062,90478150,2023-06-06 15:42:26,0,0,0,NCF+SHAP
1063,28503897,2023-06-17 09:41:45,43000,21500,1,NCF+SHAP
1064,34771293,2023-06-12 17:19:51,19200,9600,1,NCF+SHAP
1065,92252805,2023-06-14 14:25:08,22800,11400,1,NCF+SHAP
1066,27916097,2023-06-12 17:21:40,60000,30000,1,NCF+SHAP
1067,88982870,2023-06-06 18:27:17,0,0,0,NCF+SHAP
1068,72511699,2023-06-05 13:59:50,60000,30000,1,NCF+SHAP
1069,91072621,2023-06-02 13:18:38,23856,11928,1,NCF+SHAP
1070,24625568,2023-06-15 22:10:54,60000,30000,1,NCF+SHAP
1071,92329678,2023-06-09 15:38:25,60000,30000,1,NCF+SHAP
1072,94061628,2023-06-03 17:03:06,19200,9600,1,NCF+SHAP
1073,24452714,2023-06-14 18:56:30,0,0,0,NCF+SHAP
1074,88727386,2023-06-01 17:55:07,60000,30000,1,NCF+SHAP
1075,16893884,2023-06-15 16:08:37,30000,15000,1,NCF+SHAP
1076,87225391,2023-06-09 19:44:26,60000,30000,1,NCF+SHAP
1077,90423450,2023-06-05 16:19:45,60000,30000,1,NCF+SHAP
1078,94042968,2023-06-07 17:25:18,60000,30000,2,NCF+SHAP
1079,90693756,2023-06-08 13:17:36,82200,41100,3,NCF+SHAP
1080,90568568,2023-06-05 15:07:02,60000,30000,2,NCF+SHAP
1081,89018876,2023-06-05 20:55:34,16000,8000,1,NCF+SHAP
1082,23786214,2023-06-15 15:09:30,0,0,0,NCF+SHAP
1083,10830510,2023-06-05 16:04:36,60000,30000,2,NCF+SHAP
1084,91124830,2023-06-15 20:26:15,60000,30000,1,NCF+SHAP
1085,38987800,2023-06-08 14:20:33,60000,30000,1,NCF+SHAP
1086,23679755,2023-06-05 13:45:27,0,0,0,NCF+SHAP
1087,82215845,2023-06-07 20:34:01,200400,90000,3,NCF+SHAP
1088,47599008,2023-06-01 12:13:35,60000,30000,1,NCF+SHAP
1089,92312233,2023-06-16 06:27:29,19200,9600,1,NCF+SHAP
1090,47304412,2023-06-05 14:42:43,60000,30000,1,NCF+SHAP
1091,13429054,2023-06-06 14:46:20,60000,30000,1,NCF+SHAP
1092,72702986,2023-06-12 22:56:14,70800,35400,2,NCF+SHAP
1093,99079393,2023-06-09 11:42:18,25000,12500,1,NCF+SHAP
1094,92371513,2023-06-19 21:39:50,19200,9600,1,NCF+SHAP
1095,89145465,2023-06-13 15:39:51,69800,30000,1,NCF+SHAP
1096,16135996,2023-06-06 10:50:25,60000,30000,1,NCF+SHAP
1097,53625010,2023-06-09 09:32:35,60000,30000,1,NCF+SHAP
1098,72790279,2023-06-06 16:40:50,60000,30000,2,NCF+SHAP
1099,82397036,2023-06-02 15:17:21,60000,30000,1,NCF+SHAP
1100,90538093,2023-06-15 18:23:00,47400,23700,1,NCF+SHAP
1101,93276278,2023-06-05 10:48:38,19200,9600,1,NCF+SHAP
1102,72805977,2023-06-01 15:58:04,60000,30000,2,NCF+SHAP
1103,90261602,2023-06-02 18:55:31,60000,30000,2,NCF+SHAP
1104,88363456,2023-06-15 12:22:51,23400,11700,1,NCF+SHAP
1105,89133398,2023-06-08 18:47:28,60000,30000,1,NCF+SHAP
1106,10714527,2023-06-07 16:49:30,37080,18540,1,NCF+SHAP
1107,82288121,2023-06-08 21:23:08,22800,11400,1,NCF+SHAP
1108,94118208,2023-06-19 10:41:13,17700,8850,1,NCF+SHAP
1109,90755648,2023-06-13 20:09:34,22800,11400,1,NCF+SHAP
1110,43861915,2023-06-19 10:48:40,46800,23400,2,NCF+SHAP
1111,91422079,2023-06-13 14:34:51,46800,23400,2,NCF+SHAP
1112,92620793,2023-06-19 22:15:21,22800,11400,1,NCF+SHAP
1113,92305649,2023-06-01 14:59:29,40320,20160,1,NCF+SHAP
1114,88542374,2023-06-08 13:53:00,0,0,0,NCF+SHAP
1115,88521292,2023-06-17 14:11:53,60000,30000,1,NCF+SHAP
1116,83102572,2023-06-13 09:35:51,60000,30000,1,NCF+SHAP
1117,92123535,2023-06-08 20:47:18,60000,30000,1,NCF+SHAP
1118,88367093,2023-06-16 21:44:17,22800,11400,1,NCF+SHAP
1119,83222176,2023-06-09 11:23:03,22800,11400,1,NCF+SHAP
1120,61338808,2023-06-01 20:45:51,0,0,0,NCF+SHAP
1121,91111791,2023-06-05 14:27:52,46800,23400,2,NCF+SHAP
1122,88543296,2023-06-06 16:15:17,60000,30000,1,NCF+SHAP
1123,88220113,2023-06-07 11:12:54,60000,30000,1,NCF+SHAP
1124,24358339,2023-06-15 11:19:46,28800,14400,2,NCF+SHAP
1125,92528120,2023-06-06 17:45:06,35100,17550,2,NCF+SHAP
1126,68658707,2023-06-19 19:10:28,60000,30000,1,NCF+SHAP
1127,83024909,2023-06-16 16:18:18,0,0,0,NCF+SHAP
1128,88491831,2023-06-01 20:54:21,60000,30000,1,NCF+SHAP
1129,90308254,2023-06-19 14:37:15,53000,26500,3,NCF+SHAP
1130,88988298,2023-06-08 16:50:39,41256,20628,1,NCF+SHAP
1131,7006606,2023-06-16 11:01:51,48000,24000,4,NCF+SHAP
1132,82782609,2023-06-06 10:28:39,0,0,0,NCF+SHAP
1133,88285142,2023-06-19 10:10:39,60000,30000,2,NCF+SHAP
1134,70684060,2023-06-02 15:07:15,78000,39000,7,NCF+SHAP
1135,89296414,2023-06-01 17:46:16,62400,30000,5,NCF+SHAP
1136,82625952,2023-06-15 13:40:18,60000,30000,1,NCF+SHAP
1137,82308631,2023-06-16 02:17:09,23400,11700,1,NCF+SHAP
1138,82998734,2023-06-08 15:04:25,47600,23800,1,NCF+SHAP
1139,53509954,2023-06-01 14:50:34,56400,28200,6,NCF+SHAP
1140,90624180,2023-06-14 13:18:32,66800,30000,1,NCF+SHAP
1141,42655016,2023-06-16 13:42:42,0,0,0,NCF+SHAP
1142,45882957,2023-06-08 16:09:52,126000,60000,2,NCF+SHAP
1143,90186365,2023-06-16 17:08:42,0,0,0,NCF+SHAP
1144,85199848,2023-06-11 12:56:48,60000,30000,2,NCF+SHAP
1145,91429087,2023-06-06 21:15:08,66800,30000,1,NCF+SHAP
1146,88209757,2023-06-12 15:51:32,60000,30000,2,NCF+SHAP
1147,92500657,2023-06-14 14:24:43,80136,40068,2,NCF+SHAP
1148,92513668,2023-06-08 20:41:27,60000,30000,2,NCF+SHAP
1149,38983831,2023-06-03 19:48:44,60000,30000,1,NCF+SHAP
1150,26959385,2023-06-12 00:48:26,0,0,0,NCF+SHAP
1151,92245994,2023-06-09 18:43:17,60000,30000,1,NCF+SHAP
1152,37685567,2023-06-14 16:54:09,19200,9600,1,NCF+SHAP
1153,6588442,2023-06-01 15:43:49,120000,60000,4,NCF+SHAP
1154,91076437,2023-06-13 15:58:40,60000,30000,1,NCF+SHAP
1155,38945345,2023-06-15 13:05:43,60000,30000,1,NCF+SHAP
1156,80563430,2023-06-15 17:14:23,55000,27500,1,NCF+SHAP
1157,88368229,2023-06-15 14:32:38,50856,25428,1,NCF+SHAP
1158,82805595,2023-06-19 09:48:22,0,0,0,NCF+SHAP
1159,27377984,2023-06-14 15:55:36,60000,30000,1,NCF+SHAP
1160,90657581,2023-06-14 20:16:56,23400,11700,1,NCF+SHAP
1161,84535302,2023-06-09 15:02:58,60000,30000,1,NCF+SHAP
1162,88674114,2023-06-16 14:44:19,40000,20000,1,NCF+SHAP
1163,24729326,2023-06-14 15:03:03,0,0,0,NCF+SHAP
1164,53749413,2023-06-07 09:24:23,0,0,0,NCF+SHAP
1165,47515824,2023-06-09 18:37:06,60000,30000,1,NCF+SHAP
1166,88448309,2023-06-16 15:56:00,60000,30000,1,NCF+SHAP
1167,9108679,2023-06-06 18:07:21,60597,30000,3,NCF+SHAP
1168,53506838,2023-06-14 16:14:25,0,0,0,NCF+SHAP
1169,52875995,2023-06-14 11:43:27,63000,30000,1,NCF+SHAP
1170,9557871,2023-06-15 13:27:03,21600,10800,2,NCF+SHAP
1171,85303080,2023-06-09 00:18:17,22200,11100,1,NCF+SHAP
1172,91777304,2023-06-14 16:24:44,18456,9228,1,NCF+SHAP
1173,88494035,2023-06-01 15:58:08,60000,30000,1,NCF+SHAP
1174,82010408,2023-06-06 17:03:21,60000,30000,2,NCF+SHAP
1175,51366608,2023-06-15 12:41:11,60000,30000,1,NCF+SHAP
1176,61816884,2023-06-14 10:53:25,23856,11928,1,NCF+SHAP
1177,68609609,2023-06-09 15:36:52,0,0,0,NCF+SHAP
1178,28035445,2023-06-08 13:55:32,66800,30000,1,NCF+SHAP
1179,50794188,2023-06-05 13:25:57,0,0,0,NCF+SHAP
1180,82538330,2023-06-12 10:40:24,60000,30000,1,NCF+SHAP
1181,92274738,2023-06-16 11:15:05,60000,30000,1,NCF+SHAP
1182,85487860,2023-06-05 14:00:36,0,0,0,NCF+SHAP
1183,82800780,2023-06-16 11:39:01,3600,1800,1,NCF+SHAP
1184,90259795,2023-06-12 16:24:35,0,0,0,NCF+SHAP
1185,83384426,2023-06-08 15:10:20,120000,60000,2,NCF+SHAP
1186,54048121,2023-06-08 16:10:41,12000,6000,2,NCF+SHAP
1187,91784240,2023-06-03 15:50:37,40000,20000,1,NCF+SHAP
1188,83206984,2023-06-12 15:23:16,46800,23400,2,NCF+SHAP
1189,59172443,2023-06-09 10:29:36,60000,30000,2,NCF+SHAP
1190,89187112,2023-06-07 16:18:40,49680,24840,1,NCF+SHAP
1191,91786633,2023-06-07 11:02:55,23400,11700,1,NCF+SHAP
1192,81332726,2023-06-17 11:26:33,43000,21500,1,NCF+SHAP
1193,90382459,2023-06-14 10:40:23,25000,12500,1,NCF+SHAP
1194,72589844,2023-06-01 16:55:21,60000,30000,1,NCF+SHAP
1195,50857140,2023-06-06 16:55:56,60000,30000,1,NCF+SHAP
1196,86062102,2023-06-05 18:58:56,70800,30000,2,NCF+SHAP
1197,87049466,2023-06-07 13:21:03,60000,30000,1,NCF+SHAP
1198,88489259,2023-06-01 18:09:14,60000,30000,1,NCF+SHAP
1199,83836771,2023-06-01 10:54:48,0,0,0,NCF+SHAP
1200,91373915,2023-06-01 15:35:46,60000,30000,2,NCF+SHAP
1201,85780610,2023-06-19 20:33:23,35256,17628,1,NCF+SHAP
1202,27617871,2023-06-13 10:23:56,39600,19800,2,NCF+SHAP
1203,88367495,2023-06-19 12:52:22,60000,30000,1,NCF+SHAP
1204,53618643,2023-06-09 18:15:36,45600,22800,2,NCF+SHAP
1205,94114110,2023-06-07 14:29:07,47250,23625,1,NCF+SHAP
1206,91084324,2023-06-08 12:58:25,0,0,0,NCF+SHAP
1207,96994792,2023-06-12 14:53:31,25200,12600,4,NCF+SHAP
1208,80136985,2023-06-12 13:36:16,33600,16800,2,NCF+SHAP
1209,72911822,2023-06-01 16:37:14,60000,30000,1,NCF+SHAP
1210,54838315,2023-06-01 14:49:36,40000,20000,1,NCF+SHAP
1211,83030542,2023-06-14 00:12:47,12000,6000,1,NCF+SHAP
1212,94106131,2023-06-01 20:14:18,0,0,0,NCF+SHAP
1213,31723585,2023-06-14 11:15:55,36912,18456,2,NCF+SHAP
1214,89160633,2023-06-09 14:41:14,55000,27500,1,NCF+SHAP
1215,4613282,2023-06-19 15:31:36,28800,14400,2,NCF+SHAP
1216,93277065,2023-06-17 14:03:06,60000,30000,1,NCF+SHAP
1217,88139866,2023-06-13 11:55:11,60000,30000,1,NCF+SHAP
1218,88391679,2023-06-03 14:04:03,11700,5850,1,NCF+SHAP
1219,91934867,2023-06-18 15:10:25,120000,60000,2,NCF+SHAP
1220,28071504,2023-06-06 16:06:01,19200,9600,2,NCF+SHAP
1221,89190019,2023-06-18 17:39:22,22800,11400,1,NCF+SHAP
1222,89179865,2023-06-04 13:07:49,66800,30000,1,NCF+SHAP
1223,22490945,2023-06-13 13:17:31,110400,55200,7,NCF+SHAP
1224,72729697,2023-06-16 13:42:06,240000,120000,4,NCF+SHAP
1225,81405614,2023-06-06 09:35:47,60000,30000,1,NCF+SHAP
1226,85794207,2023-06-16 20:18:23,23856,11928,1,NCF+SHAP
1227,82385974,2023-06-07 19:15:26,60000,30000,1,NCF+SHAP
1228,10701332,2023-06-08 14:38:18,60000,30000,2,NCF+SHAP
1229,53928231,2023-06-09 11:34:17,0,0,0,NCF+SHAP
1230,53630436,2023-06-12 11:38:34,14000,7000,2,NCF+SHAP
1231,88630290,2023-06-05 14:07:28,65000,30000,1,NCF+SHAP
1232,50948705,2023-06-16 10:45:44,89760,44880,2,NCF+SHAP
1233,92548287,2023-06-13 09:02:09,63856,30000,2,NCF+SHAP
1234,72330037,2023-06-09 15:10:37,45600,22800,2,NCF+SHAP
1235,38659460,2023-06-05 15:43:14,48000,24000,3,NCF+SHAP
1236,91786710,2023-06-15 20:13:14,23400,11700,1,NCF+SHAP
1237,72905151,2023-06-09 21:27:10,0,0,0,NCF+SHAP
1238,85473459,2023-06-08 12:29:57,60000,30000,1,NCF+SHAP
1239,88006084,2023-06-01 15:58:23,19200,9600,1,NCF+SHAP
1240,64407407,2023-06-14 11:40:19,60000,30000,1,NCF+SHAP
1241,83040555,2023-06-18 00:01:48,0,0,0,NCF+SHAP
1242,66821400,2023-06-19 15:36:01,60000,30000,1,NCF+SHAP
1243,13066525,2023-06-10 10:58:41,23760,11880,2,NCF+SHAP
1244,24959874,2023-06-08 12:33:39,60000,30000,2,NCF+SHAP
1245,91781399,2023-06-15 16:31:04,23400,11700,1,NCF+SHAP
1246,27836051,2023-06-13 15:10:08,24000,12000,1,NCF+SHAP
1247,54607932,2023-06-07 16:18:55,90000,45000,2,NCF+SHAP
1248,41214224,2023-06-17 11:08:14,40068,20034,1,NCF+SHAP
1249,37983664,2023-06-15 13:41:02,60000,30000,1,NCF+SHAP
1250,81173608,2023-06-13 14:44:25,60000,30000,2,NCF+SHAP
1251,87484376,2023-06-19 12:12:20,60000,30000,4,NCF+SHAP
1252,50967673,2023-06-05 14:46:16,57600,28800,3,NCF+SHAP
1253,10962048,2023-06-08 15:55:20,60000,30000,1,NCF+SHAP
1254,29088481,2023-06-07 17:15:50,60000,30000,1,NCF+SHAP
1255,90867448,2023-06-12 20:34:45,0,0,0,NCF+SHAP
1256,30391742,2023-06-09 18:41:42,71568,35784,3,NCF+SHAP
1257,80483041,2023-06-16 14:12:44,60000,30000,1,NCF+SHAP
1258,88402660,2023-06-16 10:49:03,4776,2388,2,NCF+SHAP
1259,88356835,2023-06-12 16:42:26,60000,30000,1,NCF+SHAP
1260,19212454,2023-06-09 14:07:36,60000,30000,1,NCF+SHAP
1261,42434062,2023-06-19 14:58:10,23400,11700,1,NCF+SHAP
1262,54940661,2023-06-16 14:11:09,60000,30000,1,NCF+SHAP
1263,85012196,2023-06-06 16:14:32,47000,23500,1,NCF+SHAP
1264,70457298,2023-06-08 12:03:05,180000,30000,3,NCF+SHAP
1265,88724986,2023-06-09 12:16:25,60000,30000,1,NCF+SHAP
1266,70728778,2023-06-07 14:22:21,66800,30000,1,NCF+SHAP
1267,24906342,2023-06-15 22:31:58,45600,22800,2,NCF+SHAP
1268,38981783,2023-06-07 18:29:26,60000,30000,1,NCF+SHAP
1269,90596494,2023-06-01 12:22:39,0,0,0,NCF+SHAP
1270,94050777,2023-06-02 12:22:47,23400,11700,1,NCF+SHAP
1271,47784931,2023-06-08 16:57:38,60000,30000,2,NCF+SHAP
1272,92333223,2023-06-09 13:49:36,60000,30000,1,NCF+SHAP
1273,24668284,2023-06-19 13:28:34,60000,30000,1,NCF+SHAP
1274,83793225,2023-06-14 17:27:18,23400,11700,1,NCF+SHAP
1275,75901360,2023-06-12 17:20:25,0,0,0,NCF+SHAP
1276,87292905,2023-06-14 17:45:55,60000,30000,1,NCF+SHAP
1277,91756737,2023-06-07 09:52:06,60000,30000,1,NCF+SHAP
1278,88367586,2023-06-05 01:22:56,23400,11700,1,NCF+SHAP
1279,90477672,2023-06-01 11:57:14,64800,30000,1,NCF+SHAP
1280,92121059,2023-06-05 17:27:19,48000,24000,2,NCF+SHAP
1281,69458621,2023-06-15 23:22:34,0,0,0,NCF+SHAP
1282,91019470,2023-06-12 12:06:22,23400,11700,1,NCF+SHAP
1283,89037249,2023-06-02 16:12:06,40000,20000,1,NCF+SHAP
1284,42748079,2023-06-08 15:23:04,60000,30000,1,NCF+SHAP
1285,92281077,2023-06-17 11:36:58,60000,30000,1,NCF+SHAP
1286,92506097,2023-06-11 19:24:47,60000,30000,2,NCF+SHAP
1287,50531165,2023-06-01 19:00:59,60000,30000,1,NCF+SHAP
1288,92152263,2023-06-01 10:56:22,0,0,0,NCF+SHAP
1289,72498865,2023-06-08 20:22:50,60000,30000,2,NCF+SHAP
1290,91779112,2023-06-15 18:04:12,23400,11700,1,NCF+SHAP
1291,43839837,2023-06-15 00:32:10,36000,18000,1,NCF+SHAP
1292,83007789,2023-06-11 13:58:40,22800,11400,1,NCF+SHAP
1293,85833927,2023-06-05 19:31:08,63856,30000,2,NCF+SHAP
1294,55957246,2023-06-01 13:12:32,9600,4800,1,NCF+SHAP
1295,83590191,2023-06-01 13:20:05,60000,30000,1,NCF+SHAP
1296,45895355,2023-06-17 14:58:17,0,0,0,NCF+SHAP
1297,88135242,2023-06-09 11:00:21,60000,30000,1,NCF+SHAP
1298,10597181,2023-06-08 12:52:50,60000,30000,2,NCF+SHAP
1299,88717845,2023-06-02 12:08:55,60000,30000,1,NCF+SHAP
1300,47464135,2023-06-16 00:42:11,11088,5544,1,NCF+SHAP
1301,87448702,2023-06-18 19:33:50,60000,30000,1,NCF+SHAP
1302,85877092,2023-06-19 21:58:16,43000,21500,1,NCF+SHAP
1303,83386228,2023-06-09 16:55:04,60000,30000,2,NCF+SHAP
1304,19658125,2023-06-09 11:11:36,60000,30000,2,NCF+SHAP
1305,43642709,2023-06-15 15:16:25,60000,30000,1,NCF+SHAP
1306,50575894,2023-06-12 11:18:59,23856,11928,1,NCF+SHAP
1307,80663769,2023-06-05 17:20:32,0,0,0,NCF+SHAP
1308,54803385,2023-06-06 17:23:01,60000,30000,2,NCF+SHAP
1309,83041978,2023-06-01 10:30:06,7200,3600,1,NCF+SHAP
1310,22410197,2023-06-15 16:33:16,25000,12500,1,NCF+SHAP
1311,91137005,2023-06-11 10:59:43,60000,30000,2,NCF+SHAP
1312,54714341,2023-06-07 12:04:47,15600,7800,1,NCF+SHAP
1313,87599074,2023-06-01 12:56:53,60000,30000,1,NCF+SHAP
1314,10520515,2023-06-14 15:19:32,60000,30000,1,NCF+SHAP
1315,16626536,2023-06-14 12:17:03,60000,30000,1,NCF+SHAP
1316,24379593,2023-06-01 16:27:01,28800,14400,4,NCF+SHAP
1317,91213925,2023-06-12 16:52:43,11700,5850,1,NCF+SHAP
1318,56642081,2023-06-15 17:49:57,0,0,0,NCF+SHAP
1319,90396329,2023-06-16 15:29:04,22800,11400,1,NCF+SHAP
1320,40702267,2023-06-07 20:36:31,0,0,0,NCF+SHAP
1321,11014591,2023-06-02 12:11:57,14400,7200,3,NCF+SHAP
1322,92538871,2023-06-02 21:11:07,23400,11700,1,NCF+SHAP
1323,52677051,2023-06-01 12:14:15,64800,30000,1,NCF+SHAP
